mae,rmse,mape,r2,segment,segment_name
3.89255644626037,6.173277143166456,,0.0,zero,零功率段
1317.864150234326,1554.9910096916888,147.93780756214557,-0.03813005262840141,low,低功率段
2350.3330804165084,2924.6823737192008,26.392439753572276,-0.07986795836473282,medium_low,中低功率段
3726.486513159928,4571.604144932128,17.89042895872877,-0.16996589810042795,medium_high,中高功率段
3420.5212349064623,4130.097209655619,8.824498300505008,0.16115648602012222,high,高功率段
