timestamp,predicted_power,实际功率
2025/6/8 8:45,20955.484,37633.72
2025/6/8 9:00,22146.092,25861.11
2025/6/8 9:15,21114.287,23101.06
2025/6/8 9:30,23114.66,22709.85
2025/6/8 9:45,19291.832,20189.06
2025/6/8 10:00,18076.293,18482.18
2025/6/8 10:15,17888.049,21241.05
2025/6/8 10:30,17892.602,19848.24
2025/6/8 10:45,20015.533,18407.82
2025/6/8 11:00,21698.105,19919.91
2025/6/8 11:15,20207.047,19721.13
2025/6/8 11:30,26901.453,20394.01
2025/6/8 11:45,30380.281,18213.3
2025/6/8 12:00,28114.816,23228.48
2025/6/8 12:15,28246.014,11761.94
2025/6/8 12:30,25209.701,14507.15
2025/6/8 12:45,23900.94,15479.4
2025/6/8 13:00,20765.953,14908.97
2025/6/8 13:15,20407.871,14751.48
2025/6/8 13:30,27448.504,14673.64
2025/6/8 13:45,25995.41,17308.94
2025/6/8 14:00,27784.96,23280.68
2025/6/8 14:15,24481.402,22796.08
2025/6/8 14:30,22128.01,26188.54
2025/6/8 14:45,20848.361,18401.39
2025/6/8 15:00,22246.037,15919.1
2025/6/8 15:15,19125.24,12002.47
2025/6/8 15:30,13118.641,9344.33
2025/6/8 15:45,9373.793,7960.91
2025/6/8 16:00,12885.324,8907.38
2025/6/8 16:15,10548.203,10219.09
2025/6/8 16:30,8303.35,11742.67
2025/6/8 16:45,8387.961,14195.75
2025/6/8 17:00,8262.896,12693.72
2025/6/8 17:15,8254.523,8195.7
2025/6/8 17:30,7867.066,7299.46
2025/6/8 17:45,7504.983,8012.21
2025/6/8 18:00,5461.793,9939.78
2025/6/8 18:15,6270.5615,6300.03
2025/6/8 18:30,4547.255,7265.45
2025/6/8 18:45,4813.234,11760.43
2025/6/8 19:00,5234.142,11228.16
2025/6/8 19:15,5217.473,6944.16
2025/6/8 19:30,4037.834,6699.89
2025/6/8 19:45,3992.029,8785.57
2025/6/8 20:00,4705.0454,9613.49
2025/6/8 20:15,4768.2437,8126.41
2025/6/8 20:30,5391.9556,8135.6
2025/6/8 20:45,4610.8916,10717.75
2025/6/8 21:00,9014.712,10600.48
2025/6/8 21:15,9723.255,10447.52
2025/6/8 21:30,9202.47,13188.48
2025/6/8 21:45,10219.934,13162.78
2025/6/8 22:00,12148.484,13000.62
2025/6/8 22:15,11883.34,13218.93
2025/6/8 22:30,11437.598,13129.7
2025/6/8 22:45,13288.633,15611.38
2025/6/8 23:00,12155.264,15260.31
2025/6/8 23:15,12084.473,15699.32
